Voltage(V)	Current(A)	PD Current(A)	J (mA/cm2)	L (cd/m2)	Cur Eff (cd/A)	Power Eff (lm/W)	EQE(%)	CIE X	CIE Y	Wav (nm)	Intensity (au)
1.000E+0	4.303E-6	4.091E-9	1.076E-1	7.821E-1	7.270E-1	2.283E+0	1.949E-1			3.899E+2	5.407E-6
1.200E+0	5.599E-6	3.983E-9	1.400E-1	7.615E-1	5.440E-1	1.423E+0	1.459E-1			3.903E+2	5.643E-6
1.400E+0	8.126E-6	3.402E-9	2.031E-1	6.504E-1	3.202E-1	7.181E-1	8.584E-2			3.906E+2	2.346E-7
1.600E+0	9.397E-6	3.978E-9	2.349E-1	7.606E-1	3.238E-1	6.354E-1	8.681E-2			3.910E+2	1.481E-5
1.800E+0	1.146E-5	3.333E-9	2.865E-1	6.373E-1	2.225E-1	3.881E-1	5.964E-2			3.914E+2	4.937E-6
2.000E+0	2.549E-5	3.223E-9	6.371E-1	6.161E-1	9.670E-2	1.518E-1	2.593E-2			3.917E+2	8.700E-6
2.200E+0	2.765E-5	3.396E-9	6.912E-1	6.493E-1	9.393E-2	1.341E-1	2.519E-2			3.921E+2	2.352E-6
2.400E+0	2.466E-5	3.369E-9	6.165E-1	6.441E-1	1.045E-1	1.367E-1	2.801E-2			3.925E+2	1.175E-6
2.600E+0	9.441E-6	3.704E-9	2.360E-1	7.082E-1	3.000E-1	3.624E-1	8.045E-2			3.928E+2	3.997E-6
2.800E+0	3.462E-5	6.805E-9	8.654E-1	1.301E+0	1.503E-1	1.686E-1	4.031E-2			3.932E+2	1.646E-6
3.000E+0	4.433E-5	2.863E-8	1.108E+0	5.474E+0	4.939E-1	5.170E-1	1.324E-1			3.935E+2	1.175E-6
3.200E+0	5.579E-5	1.170E-7	1.395E+0	2.236E+1	1.603E+0	1.573E+0	4.298E-1			3.939E+2	2.586E-6
3.400E+0	7.079E-5	3.808E-7	1.770E+0	7.280E+1	4.114E+0	3.799E+0	1.103E+0			3.943E+2	3.291E-6
3.600E+0	1.395E-4	9.908E-7	3.488E+0	1.894E+2	5.430E+0	4.736E+0	1.456E+0			3.946E+2	0.000E+0
3.800E+0	1.648E-4	2.334E-6	4.119E+0	4.463E+2	1.083E+1	8.952E+0	2.905E+0			3.950E+2	1.270E-5
4.000E+0	1.833E-4	4.639E-6	4.583E+0	8.870E+2	1.935E+1	1.519E+1	5.189E+0			3.954E+2	9.407E-7
4.200E+0	2.674E-4	8.009E-6	6.686E+0	1.531E+3	2.290E+1	1.712E+1	6.140E+0			3.957E+2	9.407E-7
4.400E+0	3.518E-4	1.268E-5	8.794E+0	2.424E+3	2.756E+1	1.967E+1	7.390E+0			3.961E+2	6.818E-6
4.600E+0	4.869E-4	1.858E-5	1.217E+1	3.551E+3	2.917E+1	1.991E+1	7.822E+0			3.965E+2	2.351E-6
4.800E+0	7.071E-4	2.542E-5	1.768E+1	4.860E+3	2.749E+1	1.798E+1	7.371E+0			3.968E+2	9.407E-7
5.000E+0	9.655E-4	3.325E-5	2.414E+1	6.356E+3	2.633E+1	1.654E+1	7.061E+0			3.972E+2	4.702E-6
5.200E+0	1.221E-3	4.240E-5	3.053E+1	8.107E+3	2.656E+1	1.604E+1	7.120E+0			3.975E+2	2.116E-6
5.400E+0	1.563E-3	5.192E-5	3.908E+1	9.927E+3	2.540E+1	1.477E+1	6.810E+0			3.979E+2	1.175E-6
5.600E+0	1.940E-3	6.205E-5	4.850E+1	1.186E+4	2.446E+1	1.371E+1	6.558E+0			3.983E+2	4.703E-7
5.800E+0	2.371E-3	7.265E-5	5.928E+1	1.389E+4	2.343E+1	1.268E+1	6.282E+0			3.986E+2	9.170E-6
6.000E+0	2.814E-3	8.361E-5	7.036E+1	1.599E+4	2.272E+1	1.189E+1	6.092E+0			3.990E+2	4.703E-7
6.200E+0	3.293E-3	9.508E-5	8.233E+1	1.818E+4	2.208E+1	1.118E+1	5.919E+0			3.994E+2	9.407E-7
6.400E+0	3.843E-3	1.067E-4	9.607E+1	2.040E+4	2.123E+1	1.042E+1	5.692E+0			3.997E+2	1.646E-6
6.600E+0	4.407E-3	1.185E-4	1.102E+2	2.266E+4	2.056E+1	9.783E+0	5.513E+0			4.001E+2	1.646E-6
6.800E+0	5.008E-3	1.307E-4	1.252E+2	2.499E+4	1.996E+1	9.215E+0	5.351E+0			4.005E+2	6.113E-6
7.000E+0	5.670E-3	1.430E-4	1.417E+2	2.733E+4	1.928E+1	8.650E+0	5.170E+0			4.008E+2	3.997E-6
7.200E+0	6.384E-3	1.552E-4	1.596E+2	2.967E+4	1.859E+1	8.106E+0	4.983E+0			4.012E+2	7.050E-7
7.400E+0	7.073E-3	1.681E-4	1.768E+2	3.213E+4	1.817E+1	7.712E+0	4.873E+0			4.015E+2	2.586E-6
7.600E+0	7.862E-3	1.803E-4	1.966E+2	3.447E+4	1.754E+1	7.246E+0	4.702E+0			4.019E+2	7.054E-6
7.800E+0	8.636E-3	1.935E-4	2.159E+2	3.699E+4	1.714E+1	6.898E+0	4.594E+0			4.023E+2	2.586E-6
8.000E+0	9.503E-3	2.064E-4	2.376E+2	3.946E+4	1.661E+1	6.519E+0	4.453E+0			4.026E+2	1.881E-6
8.200E+0	1.035E-2	2.200E-4	2.586E+2	4.206E+4	1.626E+1	6.227E+0	4.360E+0			4.030E+2	1.175E-6
8.400E+0	1.123E-2	2.334E-4	2.807E+2	4.461E+4	1.590E+1	5.942E+0	4.262E+0			4.034E+2	3.291E-6
8.600E+0	1.215E-2	2.463E-4	3.038E+2	4.709E+4	1.550E+1	5.660E+0	4.156E+0			4.037E+2	2.821E-6
8.800E+0	1.310E-2	2.597E-4	3.275E+2	4.966E+4	1.516E+1	5.410E+0	4.065E+0			4.041E+2	7.053E-6
9.000E+0	1.408E-2	2.730E-4	3.520E+2	5.219E+4	1.483E+1	5.173E+0	3.975E+0			4.045E+2	4.232E-6
9.200E+0	1.509E-2	2.859E-4	3.773E+2	5.466E+4	1.449E+1	4.944E+0	3.884E+0			4.048E+2	4.937E-6
9.400E+0	1.611E-2	2.993E-4	4.029E+2	5.721E+4	1.420E+1	4.744E+0	3.808E+0			4.052E+2	6.113E-6
9.600E+0	1.719E-2	3.122E-4	4.297E+2	5.969E+4	1.389E+1	4.543E+0	3.724E+0			4.055E+2	1.129E-5
9.800E+0	1.826E-2	3.249E-4	4.565E+2	6.212E+4	1.361E+1	4.360E+0	3.649E+0			4.059E+2	4.232E-6
1.000E+1	1.867E-2	3.315E-4	4.667E+2	6.338E+4	1.358E+1	4.264E+0	3.641E+0			4.063E+2	2.346E-7
										4.066E+2	1.881E-6
										4.070E+2	9.170E-6
										4.074E+2	3.057E-6
										4.077E+2	1.881E-6
										4.081E+2	1.270E-5
										4.084E+2	8.700E-6
										4.088E+2	1.175E-6
										4.092E+2	6.584E-6
										4.095E+2	1.035E-5
										4.099E+2	6.348E-6
										4.102E+2	2.352E-6
										4.106E+2	2.821E-6
										4.110E+2	5.173E-6
										4.113E+2	3.762E-6
										4.117E+2	1.175E-6
										4.121E+2	1.035E-5
										4.124E+2	5.643E-6
										4.128E+2	2.346E-7
										4.131E+2	4.703E-7
										4.135E+2	6.818E-6
										4.139E+2	5.173E-6
										4.142E+2	3.527E-6
										4.146E+2	5.407E-6
										4.150E+2	6.818E-6
										4.153E+2	4.468E-6
										4.157E+2	1.175E-6
										4.160E+2	2.346E-7
										4.164E+2	7.050E-7
										4.168E+2	9.405E-6
										4.171E+2	7.289E-6
										4.175E+2	3.057E-6
										4.178E+2	3.762E-6
										4.182E+2	1.387E-5
										4.186E+2	2.352E-6
										4.189E+2	3.762E-6
										4.193E+2	5.878E-6
										4.196E+2	4.232E-6
										4.200E+2	5.407E-6
										4.204E+2	6.113E-6
										4.207E+2	2.346E-7
										4.211E+2	1.152E-5
										4.215E+2	3.527E-6
										4.218E+2	6.584E-6
										4.222E+2	1.011E-5
										4.225E+2	5.407E-6
										4.229E+2	8.464E-6
										4.233E+2	2.352E-6
										4.236E+2	4.702E-6
										4.240E+2	4.703E-7
										4.243E+2	4.702E-6
										4.247E+2	3.057E-6
										4.251E+2	6.348E-6
										4.254E+2	2.586E-6
										4.258E+2	6.113E-6
										4.261E+2	2.346E-7
										4.265E+2	6.584E-6
										4.269E+2	7.053E-6
										4.272E+2	2.346E-7
										4.276E+2	5.643E-6
										4.280E+2	1.881E-6
										4.283E+2	1.646E-6
										4.287E+2	2.116E-6
										4.290E+2	6.584E-6
										4.294E+2	1.881E-6
										4.298E+2	3.291E-6
										4.301E+2	2.116E-6
										4.305E+2	5.407E-6
										4.308E+2	7.050E-7
										4.312E+2	3.762E-6
										4.315E+2	5.643E-6
										4.319E+2	1.552E-5
										4.323E+2	1.646E-6
										4.326E+2	4.702E-6
										4.330E+2	7.523E-6
										4.334E+2	0.000E+0
										4.337E+2	2.586E-6
										4.341E+2	3.527E-6
										4.344E+2	3.762E-6
										4.348E+2	2.346E-7
										4.351E+2	3.527E-6
										4.355E+2	3.291E-6
										4.359E+2	3.057E-6
										4.362E+2	1.646E-6
										4.366E+2	5.878E-6
										4.370E+2	4.232E-6
										4.373E+2	4.468E-6
										4.377E+2	4.702E-6
										4.380E+2	1.129E-5
										4.384E+2	5.878E-6
										4.387E+2	3.997E-6
										4.391E+2	5.173E-6
										4.395E+2	7.289E-6
										4.398E+2	6.818E-6
										4.402E+2	3.527E-6
										4.405E+2	9.875E-6
										4.409E+2	3.057E-6
										4.412E+2	7.289E-6
										4.416E+2	4.232E-6
										4.420E+2	4.703E-7
										4.423E+2	3.762E-6
										4.427E+2	1.246E-5
										4.430E+2	6.348E-6
										4.434E+2	1.411E-6
										4.438E+2	6.584E-6
										4.441E+2	5.643E-6
										4.445E+2	7.523E-6
										4.448E+2	2.821E-6
										4.452E+2	5.643E-6
										4.456E+2	9.875E-6
										4.459E+2	8.700E-6
										4.463E+2	3.997E-6
										4.466E+2	9.639E-6
										4.470E+2	7.054E-6
										4.474E+2	4.703E-7
										4.477E+2	1.411E-6
										4.481E+2	2.352E-6
										4.484E+2	9.875E-6
										4.488E+2	7.523E-6
										4.491E+2	3.057E-6
										4.495E+2	2.821E-6
										4.499E+2	6.113E-6
										4.502E+2	6.818E-6
										4.506E+2	1.411E-6
										4.509E+2	5.878E-6
										4.513E+2	6.348E-6
										4.516E+2	2.346E-7
										4.520E+2	3.527E-6
										4.524E+2	5.878E-6
										4.527E+2	2.586E-6
										4.531E+2	2.116E-6
										4.534E+2	4.702E-6
										4.538E+2	9.405E-6
										4.541E+2	2.821E-6
										4.545E+2	1.105E-5
										4.549E+2	1.199E-5
										4.552E+2	1.481E-5
										4.556E+2	7.053E-6
										4.559E+2	3.527E-6
										4.563E+2	6.113E-6
										4.566E+2	4.468E-6
										4.570E+2	1.176E-5
										4.574E+2	4.702E-6
										4.577E+2	1.646E-6
										4.581E+2	6.348E-6
										4.584E+2	9.639E-6
										4.588E+2	3.527E-6
										4.591E+2	7.994E-6
										4.595E+2	7.523E-6
										4.599E+2	1.199E-5
										4.602E+2	4.703E-7
										4.606E+2	1.881E-6
										4.609E+2	1.199E-5
										4.613E+2	1.246E-5
										4.616E+2	1.129E-5
										4.620E+2	1.293E-5
										4.624E+2	8.229E-6
										4.627E+2	3.291E-6
										4.631E+2	4.468E-6
										4.634E+2	5.878E-6
										4.638E+2	8.934E-6
										4.641E+2	7.054E-6
										4.645E+2	2.352E-6
										4.649E+2	1.058E-5
										4.652E+2	6.113E-6
										4.656E+2	9.405E-6
										4.659E+2	2.116E-5
										4.663E+2	1.058E-5
										4.666E+2	8.229E-6
										4.670E+2	8.700E-6
										4.674E+2	5.407E-6
										4.677E+2	3.997E-6
										4.681E+2	7.759E-6
										4.684E+2	1.223E-5
										4.688E+2	1.246E-5
										4.691E+2	2.069E-5
										4.695E+2	7.994E-6
										4.698E+2	7.994E-6
										4.702E+2	1.552E-5
										4.705E+2	2.727E-5
										4.709E+2	1.881E-5
										4.713E+2	2.022E-5
										4.716E+2	2.422E-5
										4.720E+2	1.951E-5
										4.723E+2	2.727E-5
										4.727E+2	2.868E-5
										4.730E+2	2.304E-5
										4.734E+2	2.986E-5
										4.738E+2	3.339E-5
										4.741E+2	2.469E-5
										4.745E+2	2.845E-5
										4.748E+2	3.339E-5
										4.752E+2	3.785E-5
										4.755E+2	3.056E-5
										4.759E+2	4.608E-5
										4.762E+2	5.125E-5
										4.766E+2	4.702E-5
										4.770E+2	6.254E-5
										4.773E+2	5.431E-5
										4.777E+2	5.878E-5
										4.780E+2	5.831E-5
										4.784E+2	6.630E-5
										4.787E+2	7.265E-5
										4.791E+2	8.135E-5
										4.794E+2	8.723E-5
										4.798E+2	8.770E-5
										4.801E+2	8.229E-5
										4.805E+2	9.522E-5
										4.809E+2	1.032E-4
										4.812E+2	1.089E-4
										4.816E+2	1.176E-4
										4.819E+2	1.237E-4
										4.823E+2	1.310E-4
										4.826E+2	1.545E-4
										4.830E+2	1.561E-4
										4.833E+2	1.641E-4
										4.837E+2	1.596E-4
										4.840E+2	1.787E-4
										4.844E+2	1.944E-4
										4.848E+2	2.093E-4
										4.851E+2	2.297E-4
										4.855E+2	2.417E-4
										4.858E+2	2.473E-4
										4.862E+2	2.617E-4
										4.865E+2	2.788E-4
										4.869E+2	2.901E-4
										4.872E+2	3.127E-4
										4.876E+2	3.390E-4
										4.879E+2	3.647E-4
										4.883E+2	3.602E-4
										4.886E+2	3.936E-4
										4.890E+2	4.284E-4
										4.894E+2	4.730E-4
										4.897E+2	4.952E-4
										4.901E+2	5.083E-4
										4.904E+2	5.318E-4
										4.908E+2	5.951E-4
										4.911E+2	6.162E-4
										4.915E+2	6.571E-4
										4.918E+2	6.912E-4
										4.922E+2	7.329E-4
										4.925E+2	7.582E-4
										4.929E+2	7.963E-4
										4.932E+2	8.673E-4
										4.936E+2	9.202E-4
										4.939E+2	9.790E-4
										4.943E+2	1.025E-3
										4.946E+2	1.090E-3
										4.950E+2	1.154E-3
										4.954E+2	1.202E-3
										4.957E+2	1.271E-3
										4.961E+2	1.334E-3
										4.964E+2	1.383E-3
										4.968E+2	1.469E-3
										4.971E+2	1.506E-3
										4.975E+2	1.608E-3
										4.978E+2	1.651E-3
										4.982E+2	1.738E-3
										4.985E+2	1.852E-3
										4.989E+2	1.899E-3
										4.992E+2	1.978E-3
										4.996E+2	2.077E-3
										4.999E+2	2.159E-3
										5.003E+2	2.235E-3
										5.006E+2	2.338E-3
										5.010E+2	2.411E-3
										5.014E+2	2.473E-3
										5.017E+2	2.593E-3
										5.020E+2	2.734E-3
										5.024E+2	2.808E-3
										5.028E+2	2.895E-3
										5.031E+2	2.957E-3
										5.035E+2	3.040E-3
										5.038E+2	3.152E-3
										5.042E+2	3.282E-3
										5.045E+2	3.332E-3
										5.049E+2	3.466E-3
										5.052E+2	3.498E-3
										5.056E+2	3.605E-3
										5.059E+2	3.735E-3
										5.063E+2	3.819E-3
										5.066E+2	3.888E-3
										5.070E+2	4.026E-3
										5.073E+2	4.109E-3
										5.077E+2	4.249E-3
										5.080E+2	4.261E-3
										5.084E+2	4.398E-3
										5.087E+2	4.447E-3
										5.091E+2	4.504E-3
										5.094E+2	4.607E-3
										5.098E+2	4.715E-3
										5.101E+2	4.803E-3
										5.105E+2	4.909E-3
										5.108E+2	4.933E-3
										5.112E+2	5.017E-3
										5.115E+2	5.058E-3
										5.119E+2	5.158E-3
										5.122E+2	5.187E-3
										5.126E+2	5.247E-3
										5.130E+2	5.307E-3
										5.133E+2	5.341E-3
										5.137E+2	5.347E-3
										5.140E+2	5.476E-3
										5.143E+2	5.489E-3
										5.147E+2	5.492E-3
										5.151E+2	5.538E-3
										5.154E+2	5.552E-3
										5.158E+2	5.691E-3
										5.161E+2	5.621E-3
										5.165E+2	5.669E-3
										5.168E+2	5.687E-3
										5.172E+2	5.698E-3
										5.175E+2	5.735E-3
										5.179E+2	5.758E-3
										5.182E+2	5.728E-3
										5.186E+2	5.777E-3
										5.189E+2	5.802E-3
										5.193E+2	5.758E-3
										5.196E+2	5.785E-3
										5.200E+2	5.769E-3
										5.203E+2	5.747E-3
										5.207E+2	5.801E-3
										5.210E+2	5.798E-3
										5.214E+2	5.785E-3
										5.217E+2	5.759E-3
										5.221E+2	5.750E-3
										5.224E+2	5.760E-3
										5.228E+2	5.733E-3
										5.231E+2	5.718E-3
										5.235E+2	5.697E-3
										5.238E+2	5.657E-3
										5.242E+2	5.671E-3
										5.245E+2	5.629E-3
										5.249E+2	5.636E-3
										5.252E+2	5.603E-3
										5.256E+2	5.597E-3
										5.259E+2	5.537E-3
										5.262E+2	5.519E-3
										5.266E+2	5.463E-3
										5.270E+2	5.502E-3
										5.273E+2	5.440E-3
										5.277E+2	5.408E-3
										5.280E+2	5.354E-3
										5.283E+2	5.323E-3
										5.287E+2	5.294E-3
										5.290E+2	5.265E-3
										5.294E+2	5.270E-3
										5.298E+2	5.250E-3
										5.301E+2	5.151E-3
										5.304E+2	5.100E-3
										5.308E+2	5.092E-3
										5.311E+2	5.012E-3
										5.315E+2	5.020E-3
										5.318E+2	4.944E-3
										5.322E+2	4.926E-3
										5.325E+2	4.878E-3
										5.329E+2	4.809E-3
										5.332E+2	4.781E-3
										5.336E+2	4.772E-3
										5.339E+2	4.687E-3
										5.343E+2	4.704E-3
										5.346E+2	4.654E-3
										5.350E+2	4.587E-3
										5.353E+2	4.574E-3
										5.357E+2	4.517E-3
										5.360E+2	4.543E-3
										5.364E+2	4.494E-3
										5.367E+2	4.416E-3
										5.371E+2	4.313E-3
										5.374E+2	4.324E-3
										5.378E+2	4.324E-3
										5.381E+2	4.239E-3
										5.385E+2	4.237E-3
										5.388E+2	4.151E-3
										5.392E+2	4.190E-3
										5.395E+2	4.120E-3
										5.398E+2	4.104E-3
										5.402E+2	4.071E-3
										5.405E+2	4.014E-3
										5.409E+2	4.014E-3
										5.412E+2	3.944E-3
										5.416E+2	3.955E-3
										5.419E+2	3.922E-3
										5.423E+2	3.814E-3
										5.426E+2	3.841E-3
										5.430E+2	3.815E-3
										5.433E+2	3.793E-3
										5.437E+2	3.834E-3
										5.440E+2	3.758E-3
										5.444E+2	3.698E-3
										5.447E+2	3.712E-3
										5.451E+2	3.659E-3
										5.454E+2	3.680E-3
										5.458E+2	3.650E-3
										5.461E+2	3.601E-3
										5.464E+2	3.575E-3
										5.468E+2	3.537E-3
										5.471E+2	3.530E-3
										5.475E+2	3.474E-3
										5.478E+2	3.495E-3
										5.482E+2	3.457E-3
										5.485E+2	3.372E-3
										5.489E+2	3.416E-3
										5.492E+2	3.348E-3
										5.496E+2	3.329E-3
										5.499E+2	3.305E-3
										5.503E+2	3.329E-3
										5.506E+2	3.284E-3
										5.510E+2	3.224E-3
										5.513E+2	3.194E-3
										5.516E+2	3.262E-3
										5.520E+2	3.194E-3
										5.523E+2	3.188E-3
										5.527E+2	3.112E-3
										5.530E+2	3.111E-3
										5.534E+2	3.118E-3
										5.537E+2	3.063E-3
										5.541E+2	3.025E-3
										5.544E+2	3.016E-3
										5.548E+2	3.046E-3
										5.551E+2	2.985E-3
										5.555E+2	2.935E-3
										5.558E+2	2.910E-3
										5.561E+2	2.926E-3
										5.565E+2	2.869E-3
										5.568E+2	2.846E-3
										5.572E+2	2.855E-3
										5.575E+2	2.824E-3
										5.579E+2	2.774E-3
										5.582E+2	2.719E-3
										5.586E+2	2.734E-3
										5.589E+2	2.733E-3
										5.592E+2	2.703E-3
										5.596E+2	2.657E-3
										5.599E+2	2.605E-3
										5.603E+2	2.611E-3
										5.606E+2	2.610E-3
										5.610E+2	2.541E-3
										5.613E+2	2.535E-3
										5.617E+2	2.514E-3
										5.620E+2	2.467E-3
										5.624E+2	2.442E-3
										5.627E+2	2.452E-3
										5.630E+2	2.436E-3
										5.634E+2	2.383E-3
										5.637E+2	2.360E-3
										5.641E+2	2.327E-3
										5.644E+2	2.312E-3
										5.648E+2	2.303E-3
										5.651E+2	2.265E-3
										5.655E+2	2.260E-3
										5.658E+2	2.186E-3
										5.662E+2	2.177E-3
										5.665E+2	2.185E-3
										5.668E+2	2.147E-3
										5.672E+2	2.113E-3
										5.675E+2	2.085E-3
										5.679E+2	2.052E-3
										5.682E+2	2.028E-3
										5.686E+2	2.014E-3
										5.689E+2	1.982E-3
										5.692E+2	1.995E-3
										5.696E+2	1.914E-3
										5.699E+2	1.937E-3
										5.703E+2	1.876E-3
										5.706E+2	1.860E-3
										5.710E+2	1.787E-3
										5.713E+2	1.813E-3
										5.717E+2	1.809E-3
										5.720E+2	1.803E-3
										5.723E+2	1.733E-3
										5.727E+2	1.725E-3
										5.730E+2	1.702E-3
										5.734E+2	1.691E-3
										5.737E+2	1.682E-3
										5.741E+2	1.631E-3
										5.744E+2	1.624E-3
										5.748E+2	1.590E-3
										5.751E+2	1.599E-3
										5.754E+2	1.590E-3
										5.758E+2	1.536E-3
										5.761E+2	1.484E-3
										5.765E+2	1.498E-3
										5.768E+2	1.492E-3
										5.772E+2	1.459E-3
										5.775E+2	1.445E-3
										5.778E+2	1.418E-3
										5.782E+2	1.429E-3
										5.785E+2	1.376E-3
										5.789E+2	1.364E-3
										5.792E+2	1.350E-3
										5.795E+2	1.316E-3
										5.799E+2	1.304E-3
										5.802E+2	1.323E-3
										5.806E+2	1.286E-3
										5.809E+2	1.252E-3
										5.813E+2	1.232E-3
										5.816E+2	1.226E-3
										5.820E+2	1.220E-3
										5.823E+2	1.212E-3
										5.826E+2	1.194E-3
										5.830E+2	1.171E-3
										5.833E+2	1.152E-3
										5.837E+2	1.130E-3
										5.840E+2	1.120E-3
										5.843E+2	1.105E-3
										5.847E+2	1.094E-3
										5.850E+2	1.069E-3
										5.854E+2	1.063E-3
										5.857E+2	1.039E-3
										5.861E+2	1.015E-3
										5.864E+2	1.015E-3
										5.867E+2	9.952E-4
										5.871E+2	9.825E-4
										5.874E+2	9.760E-4
										5.878E+2	9.691E-4
										5.881E+2	9.499E-4
										5.885E+2	9.729E-4
										5.888E+2	9.571E-4
										5.891E+2	9.282E-4
										5.895E+2	9.108E-4
										5.898E+2	8.901E-4
										5.902E+2	9.026E-4
										5.905E+2	9.104E-4
										5.908E+2	8.723E-4
										5.912E+2	8.643E-4
										5.915E+2	8.568E-4
										5.919E+2	8.253E-4
										5.922E+2	8.217E-4
										5.925E+2	8.217E-4
										5.929E+2	8.142E-4
										5.932E+2	8.067E-4
										5.936E+2	7.926E-4
										5.939E+2	7.789E-4
										5.942E+2	7.768E-4
										5.946E+2	7.566E-4
										5.949E+2	7.634E-4
										5.953E+2	7.465E-4
										5.956E+2	7.559E-4
										5.960E+2	7.176E-4
										5.963E+2	7.312E-4
										5.966E+2	7.253E-4
										5.970E+2	7.058E-4
										5.973E+2	6.720E-4
										5.977E+2	6.879E-4
										5.980E+2	6.713E-4
										5.983E+2	6.778E-4
										5.987E+2	6.694E-4
										5.990E+2	6.642E-4
										5.994E+2	6.513E-4
										5.997E+2	6.261E-4
										6.000E+2	6.397E-4
										6.004E+2	6.238E-4
										6.007E+2	6.388E-4
										6.011E+2	6.214E-4
										6.014E+2	6.019E-4
										6.017E+2	5.880E-4
										6.021E+2	5.753E-4
										6.024E+2	5.840E-4
										6.028E+2	5.821E-4
										6.031E+2	5.560E-4
										6.034E+2	5.490E-4
										6.038E+2	5.612E-4
										6.041E+2	5.551E-4
										6.045E+2	5.455E-4
										6.048E+2	5.441E-4
										6.051E+2	5.335E-4
										6.055E+2	5.125E-4
										6.058E+2	5.090E-4
										6.062E+2	5.165E-4
										6.065E+2	5.062E-4
										6.068E+2	4.761E-4
										6.072E+2	5.060E-4
										6.075E+2	4.810E-4
										6.078E+2	4.723E-4
										6.082E+2	4.634E-4
										6.085E+2	4.613E-4
										6.089E+2	4.587E-4
										6.092E+2	4.460E-4
										6.095E+2	4.566E-4
										6.099E+2	4.467E-4
										6.102E+2	4.465E-4
										6.106E+2	4.274E-4
										6.109E+2	4.303E-4
										6.112E+2	4.279E-4
										6.116E+2	4.060E-4
